Loan ID,Customer ID,Principal Amount,Status,Outstanding Balance,Total Paid,Created At
50,36,290400.0,active,362032.0,32912.0,2025-09-28 12:13:00
51,37,1802100.0,approved,2558982.0,0.0,2025-05-22 17:46:00
52,37,238700.0,defaulted,276892.0,0.0,2025-10-14 08:59:00
53,38,822000.0,defaulted,1117920.0,0.0,2025-10-30 16:36:00
54,39,603800.0,screening,766826.0,0.0,2025-11-03 16:00:00
55,39,379300.0,cleared,0.0,470332.0,2025-07-26 08:57:00
56,40,38700.0,rejected,44505.0,0.0,2026-01-02 14:03:00
57,40,417500.0,screening,442550.0,0.0,2025-09-15 12:25:00
58,41,1721000.0,active,1548900.0,387225.0,2025-05-07 15:45:00
59,42,1287800.0,disbursed,1558238.0,0.0,2025-12-31 11:06:00
60,42,34300.0,screening,36015.0,0.0,2026-04-12 09:57:00
61,43,79000.0,pending,82950.0,0.0,2026-03-29 10:37:00
62,44,333700.0,defaulted,264735.35,189096.65,2025-09-10 17:12:00
63,45,969200.0,cleared,0.0,1090350.0,2025-11-04 10:40:00
64,45,797100.0,active,681520.5,227173.5,2026-04-25 16:17:00
65,46,369700.0,active,260843.88,208675.12,2025-11-30 15:14:00
66,46,126600.0,cleared,0.0,145590.0,2025-05-12 16:29:00
67,47,89000.0,screening,97900.0,0.0,2025-05-22 13:21:00
68,48,1367300.0,pending,1750144.0,0.0,2025-07-06 10:27:00
69,48,5100.0,disbursed,6783.0,0.0,2025-07-09 14:08:00
70,49,781600.0,written_off,949644.0,105516.0,2025-12-01 11:50:00
71,50,694000.0,pending,742580.0,0.0,2025-06-01 10:14:00
72,50,1302600.0,reviewing,1484964.0,0.0,2026-03-09 14:54:00
73,51,1068500.0,active,630415.01,630414.99,2025-05-02 13:35:00
74,52,381200.0,approved,404072.0,0.0,2025-09-28 08:49:00
75,53,913000.0,approved,1104730.0,0.0,2025-08-10 11:30:00
76,54,382300.0,disbursed,428176.0,0.0,2026-02-14 10:17:00
77,54,1906600.0,cleared,0.0,2478580.0,2026-04-16 09:54:00
78,54,526900.0,pending,566417.5,0.0,2025-12-08 14:24:00
79,55,1265000.0,screening,1619200.0,0.0,2025-07-12 11:37:00
80,55,600300.0,cleared,0.0,816408.0,2025-08-07 09:04:00
81,56,1032200.0,pending,1161225.0,0.0,2025-11-22 09:33:00
82,57,1124000.0,disbursed,1213920.0,0.0,2025-08-17 16:05:00
83,58,527700.0,screening,564639.0,0.0,2025-08-13 11:03:00
84,58,20400.0,active,0.0,21420.0,2025-09-27 15:23:00
85,59,1236300.0,pending,1625734.5,0.0,2025-09-29 16:44:00
86,59,311400.0,active,244968.0,122484.0,2026-02-24 16:18:00
87,60,16200.0,active,8910.0,8910.0,2026-04-05 13:02:00
88,61,494000.0,disbursed,543400.0,0.0,2025-10-04 11:05:00
89,62,83000.0,screening,95450.0,0.0,2026-04-09 16:37:00
90,63,67800.0,active,51980.0,25990.0,2026-01-30 10:55:00
91,63,1000900.0,disbursed,1040936.0,0.0,2025-05-20 15:31:00
92,64,571000.0,active,621351.82,138078.18,2025-05-17 11:00:00
93,64,1263800.0,disbursed,1352266.0,0.0,2025-08-20 17:40:00
94,65,82800.0,disbursed,95220.0,0.0,2026-05-04 10:35:00
95,65,56500.0,active,21658.34,43316.66,2025-06-01 13:17:00
96,66,1746500.0,active,1509475.0,603790.0,2025-09-17 15:13:00
97,66,1036300.0,rejected,1347190.0,0.0,2025-09-07 16:01:00
98,67,1865700.0,defaulted,1007478.0,1007478.0,2025-10-01 09:24:00
99,67,1388100.0,disbursed,1499148.0,0.0,2026-02-22 17:59:00
100,67,19300.0,cleared,0.0,20072.0,2025-10-01 13:54:00
101,68,572900.0,cleared,0.0,641648.0,2025-11-01 09:59:00
102,68,666700.0,active,723369.5,103338.5,2026-02-24 17:59:00
103,68,1283800.0,screening,1778063.0,0.0,2026-02-06 15:19:00
104,69,1833400.0,reviewing,2282583.0,0.0,2026-02-28 13:59:00
105,70,17800.0,disbursed,20470.0,0.0,2026-03-05 13:04:00
106,71,56200.0,pending,66316.0,0.0,2025-05-02 09:33:00
107,72,1864200.0,cleared,0.0,2097225.0,2026-01-26 10:13:00
108,73,677400.0,disbursed,745140.0,0.0,2025-10-02 10:45:00
109,74,48600.0,defaulted,55890.0,0.0,2026-01-27 11:47:00
110,74,1117100.0,cleared,0.0,1418717.0,2026-01-24 17:08:00
111,74,858800.0,rejected,1271024.0,0.0,2025-05-28 16:50:00
112,75,261900.0,cleared,0.0,294637.5,2026-04-11 14:20:00
113,76,330800.0,approved,423424.0,0.0,2026-01-04 14:33:00
114,77,183700.0,active,49599.0,148797.0,2026-01-10 17:41:00
115,78,2000.0,disbursed,2300.0,0.0,2025-07-26 12:09:00
116,79,78500.0,active,43175.0,43175.0,2025-09-21 09:24:00
117,80,318900.0,active,344412.0,38268.0,2025-06-08 15:15:00
118,80,221600.0,cleared,0.0,232680.0,2026-03-02 14:12:00
119,80,9500.0,pending,10925.0,0.0,2025-11-25 12:33:00
120,81,141500.0,active,139770.56,39934.44,2025-10-06 17:08:00
121,82,145800.0,active,150660.0,30132.0,2026-02-11 12:06:00
122,83,654700.0,disbursed,700529.0,0.0,2025-12-26 14:10:00
123,83,1413300.0,active,452256.0,1356768.0,2025-09-29 09:29:00
124,84,1697400.0,defaulted,1795472.0,512992.0,2026-02-25 17:54:00
125,84,447900.0,active,406095.99,203048.01,2025-07-15 14:27:00
126,84,159500.0,disbursed,165880.0,0.0,2025-08-17 09:13:00
127,85,79700.0,pending,92452.0,0.0,2025-06-11 10:46:00
128,85,613100.0,active,277938.64,555877.36,2025-07-05 12:01:00
129,85,925900.0,disbursed,1314778.0,0.0,2025-12-21 14:17:00
130,86,465400.0,pending,591058.0,0.0,2026-04-30 13:59:00
131,86,729600.0,rejected,970368.0,0.0,2025-09-08 15:52:00
132,86,34800.0,active,19140.0,19140.0,2026-03-08 17:38:00
133,87,494700.0,defaulted,536749.5,76678.5,2025-12-31 10:16:00
134,88,1728700.0,active,1019932.99,1019933.01,2025-11-28 11:19:00
135,89,757300.0,reviewing,1120804.0,0.0,2025-06-21 15:34:00
136,90,1847100.0,defaulted,2505899.0,227809.0,2025-10-17 10:48:00
137,91,946800.0,active,362940.0,725880.0,2026-03-13 13:04:00
138,91,859700.0,cleared,0.0,1169192.0,2026-03-04 13:38:00
139,92,750300.0,disbursed,997899.0,0.0,2026-05-06 14:36:00
140,92,317700.0,approved,362178.0,0.0,2025-09-21 12:24:00
141,93,1803200.0,approved,2308096.0,0.0,2025-05-05 10:32:00
142,94,443700.0,written_off,390456.0,97614.0,2025-11-26 13:28:00
143,94,1467200.0,screening,1511216.0,0.0,2025-12-23 12:03:00
144,95,1076500.0,screening,1420980.0,0.0,2025-09-18 11:31:00
145,96,509200.0,screening,631408.0,0.0,2026-03-23 16:37:00
146,97,140200.0,screening,164735.0,0.0,2025-12-11 12:30:00
147,98,1255400.0,approved,1380940.0,0.0,2025-11-04 12:19:00
148,98,1609400.0,pending,2124408.0,0.0,2025-06-02 12:07:00
149,99,175100.0,active,129573.98,129574.02,2026-03-25 17:37:00
150,100,85900.0,cleared,0.0,114247.0,2025-12-23 15:55:00
151,101,15800.0,pending,16590.0,0.0,2025-05-30 10:35:00
152,101,405200.0,active,194496.0,324160.0,2026-01-23 17:50:00
153,102,1210400.0,active,1317135.28,292696.72,2026-03-06 09:09:00
154,102,1782700.0,disbursed,2406645.0,0.0,2026-01-01 17:45:00
155,102,703800.0,disbursed,767142.0,0.0,2025-05-12 11:10:00
156,103,1974100.0,cleared,0.0,2220862.5,2025-09-27 14:19:00
157,103,1590700.0,active,0.0,1630467.5,2025-08-02 17:22:00
158,103,356800.0,defaulted,185536.0,185536.0,2026-02-13 11:03:00
159,104,154400.0,disbursed,188368.0,0.0,2025-07-28 17:34:00
160,104,174200.0,approved,182910.0,0.0,2025-10-15 08:25:00
161,105,265900.0,reviewing,281854.0,0.0,2026-05-06 15:34:00
162,105,396400.0,active,335618.68,167809.32,2025-06-16 11:41:00
163,106,330000.0,disbursed,349800.0,0.0,2026-05-07 08:32:00
164,106,1376000.0,approved,2036480.0,0.0,2025-12-22 14:43:00
165,106,897800.0,disbursed,1167140.0,0.0,2025-06-18 12:00:00
166,107,1320600.0,disbursed,1637544.0,0.0,2025-07-08 09:08:00
167,107,961200.0,pending,1114992.0,0.0,2025-11-25 09:05:00
168,108,603500.0,defaulted,730235.0,0.0,2026-02-05 14:14:00
169,109,299300.0,active,185566.0,185566.0,2025-05-21 15:04:00
170,109,734200.0,disbursed,800278.0,0.0,2025-11-22 10:48:00
171,110,702600.0,active,485797.71,364348.29,2025-08-18 10:05:00
172,111,1956600.0,pending,2367486.0,0.0,2026-03-02 16:50:00
173,112,604600.0,defaulted,521971.35,372836.65,2025-07-02 17:22:00
174,112,715400.0,approved,951482.0,0.0,2025-08-11 15:25:00
175,113,1549000.0,screening,1595470.0,0.0,2025-05-07 09:59:00
176,114,33600.0,disbursed,35280.0,0.0,2026-01-28 09:42:00
177,115,230700.0,pending,292989.0,0.0,2025-09-25 12:06:00
178,116,365500.0,cleared,0.0,453220.0,2025-12-31 08:15:00
179,117,1152200.0,active,975180.2,557245.8,2026-04-01 09:39:00
180,118,972700.0,screening,1176967.0,0.0,2026-04-21 15:42:00
181,119,1590500.0,active,1383735.0,461245.0,2025-08-09 10:36:00
182,120,57200.0,cleared,0.0,72644.0,2025-06-06 08:47:00
183,121,100600.0,disbursed,106636.0,0.0,2025-10-23 11:06:00
184,122,1252100.0,active,388151.0,1164453.0,2026-01-22 13:06:00
185,122,1637700.0,active,239286.14,1914289.36,2025-11-05 11:59:00
186,123,364000.0,cleared,0.0,414960.0,2026-05-03 13:27:00
187,124,836800.0,defaulted,585760.0,585760.0,2026-03-22 13:48:00
188,125,843600.0,active,329004.0,767676.0,2025-12-16 13:35:00
189,125,410900.0,written_off,445826.5,63689.5,2025-05-08 12:42:00
190,126,283200.0,pending,290280.0,0.0,2025-10-17 08:43:00
191,126,707700.0,active,542570.0,271285.0,2025-10-07 10:10:00
192,127,255800.0,rejected,287775.0,0.0,2025-12-16 14:05:00
193,127,1035000.0,pending,1071225.0,0.0,2025-06-24 15:17:00
194,128,1591000.0,cleared,0.0,2116030.0,2026-01-29 11:01:00
195,129,1394600.0,active,383515.0,1150545.0,2026-04-16 12:02:00
196,129,861000.0,disbursed,891135.0,0.0,2025-12-05 08:58:00
197,130,1365300.0,screening,1529136.0,0.0,2025-06-02 15:59:00
198,131,1336400.0,active,721656.0,1082484.0,2025-07-09 13:28:00
199,132,56800.0,rejected,65320.0,0.0,2026-01-20 09:46:00
200,133,606900.0,disbursed,825384.0,0.0,2026-03-04 17:46:00
201,134,53600.0,active,0.0,56280.0,2025-08-14 12:54:00
202,135,874000.0,pending,1109980.0,0.0,2025-07-18 14:17:00
203,136,385900.0,pending,416772.0,0.0,2026-02-26 09:54:00
204,136,209100.0,rejected,234192.0,0.0,2026-03-04 09:07:00
205,137,623400.0,cleared,0.0,685740.0,2025-12-26 13:58:00
206,137,50300.0,disbursed,57845.0,0.0,2025-08-28 11:09:00
207,137,702800.0,active,435736.0,435736.0,2026-03-11 11:30:00
208,138,360400.0,rejected,446896.0,0.0,2026-03-12 08:32:00
209,138,100300.0,cleared,0.0,118354.0,2026-04-27 10:27:00
210,139,286400.0,disbursed,337952.0,0.0,2025-06-27 14:05:00
211,139,97100.0,reviewing,111665.0,0.0,2025-10-19 17:32:00
212,140,495900.0,disbursed,659547.0,0.0,2025-07-17 17:47:00
213,141,1107300.0,active,376482.0,1129446.0,2025-06-22 09:17:00
214,142,545800.0,active,471727.14,188690.86,2025-10-02 14:21:00
215,143,948200.0,cleared,0.0,1080948.0,2025-11-25 16:41:00
216,143,1322500.0,disbursed,1798600.0,0.0,2025-12-01 12:36:00
217,143,56100.0,active,50864.0,25432.0,2025-11-23 17:44:00
218,144,1402500.0,cleared,0.0,1683000.0,2025-08-14 17:26:00
219,145,1238800.0,pending,1362680.0,0.0,2025-06-03 11:18:00
220,145,557300.0,defaulted,615816.5,0.0,2025-07-25 12:56:00
221,146,367700.0,defaulted,297837.0,99279.0,2025-07-16 10:11:00
222,146,87800.0,pending,96580.0,0.0,2025-11-01 12:31:00
223,146,231300.0,disbursed,265995.0,0.0,2026-01-22 10:08:00
224,147,66100.0,approved,71388.0,0.0,2025-07-12 14:44:00
225,148,98600.0,disbursed,116348.0,0.0,2025-09-26 12:13:00
226,149,283700.0,disbursed,368810.0,0.0,2025-12-21 15:14:00
227,150,499800.0,rejected,569772.0,0.0,2026-03-09 13:55:00
228,151,1504400.0,cleared,0.0,2000852.0,2026-03-19 14:24:00
229,151,548700.0,defaulted,510291.0,170097.0,2025-10-06 14:41:00
230,151,654300.0,approved,785160.0,0.0,2025-12-13 09:39:00
231,152,611800.0,cleared,0.0,813694.0,2026-02-05 09:00:00
232,152,1571500.0,active,0.0,1618645.0,2025-07-15 15:18:00
233,153,339700.0,pending,431419.0,0.0,2026-02-06 09:21:00
234,153,203500.0,reviewing,221815.0,0.0,2025-10-18 08:26:00
235,153,14500.0,active,7975.0,7975.0,2025-12-30 11:46:00
236,154,84900.0,disbursed,89145.0,0.0,2025-12-08 14:12:00
237,155,879500.0,defaulted,958655.0,0.0,2025-09-27 11:55:00
238,156,1059700.0,approved,1170968.5,0.0,2025-10-23 11:37:00
239,157,183500.0,rejected,222035.0,0.0,2025-11-27 16:07:00
240,157,1698500.0,pending,1766440.0,0.0,2026-04-16 17:24:00
241,157,946600.0,pending,1202182.0,0.0,2025-05-23 13:18:00
242,158,207700.0,reviewing,245086.0,0.0,2025-07-08 14:12:00
243,159,90200.0,defaulted,97416.0,24354.0,2026-01-13 09:54:00
244,159,345300.0,active,344672.18,76593.82,2025-09-30 11:19:00
245,160,858600.0,disbursed,1116180.0,0.0,2025-12-08 12:07:00
246,161,127900.0,rejected,154759.0,0.0,2025-12-12 17:22:00
247,161,22000.0,disbursed,24640.0,0.0,2025-05-08 17:48:00
248,162,718600.0,reviewing,826390.0,0.0,2025-05-28 14:40:00
249,162,1144100.0,approved,1504491.5,0.0,2026-02-21 08:37:00
250,163,1556500.0,active,807156.44,1076208.56,2025-12-02 11:46:00
251,164,401800.0,cleared,0.0,431935.0,2025-10-20 12:02:00
252,165,370400.0,pending,377808.0,0.0,2026-02-20 11:35:00
253,166,1631100.0,disbursed,1794210.0,0.0,2025-06-01 08:02:00
254,167,630600.0,active,218007.45,545018.55,2025-11-04 17:52:00
255,168,469500.0,screening,544620.0,0.0,2025-12-22 11:05:00
256,169,445600.0,disbursed,539176.0,0.0,2025-11-20 17:39:00
257,170,864800.0,active,663013.34,331506.66,2026-04-06 10:06:00
258,171,906000.0,cleared,0.0,996600.0,2025-05-11 08:35:00
259,172,81800.0,reviewing,85890.0,0.0,2026-04-04 11:59:00
260,173,1719400.0,cleared,0.0,2286802.0,2025-05-27 12:55:00
261,174,84800.0,active,65013.33,32506.67,2025-07-31 12:34:00
262,174,1933300.0,pending,2281294.0,0.0,2025-09-18 13:54:00
263,174,368300.0,active,198882.0,198882.0,2025-05-10 16:04:00
264,175,1467600.0,active,792504.0,792504.0,2025-09-24 15:21:00
265,176,1492200.0,rejected,1678725.0,0.0,2025-11-10 13:26:00
266,177,286100.0,approved,337598.0,0.0,2025-08-06 14:01:00
267,177,37500.0,cleared,0.0,41250.0,2025-07-29 12:35:00
268,178,73300.0,rejected,84295.0,0.0,2026-02-08 12:59:00
269,179,1189900.0,active,464061.0,1082809.0,2025-07-22 13:04:00
270,180,365700.0,approved,438840.0,0.0,2025-10-02 11:14:00
271,180,825500.0,pending,1114425.0,0.0,2026-02-11 12:08:00
272,181,869100.0,rejected,1008156.0,0.0,2025-08-29 13:13:00
273,182,270400.0,active,196490.67,98245.33,2025-09-12 10:26:00
274,182,67400.0,disbursed,77510.0,0.0,2025-09-17 14:06:00
275,183,90400.0,pending,103960.0,0.0,2025-10-31 13:42:00
276,184,1102000.0,disbursed,1239750.0,0.0,2026-04-25 09:19:00
277,185,1381100.0,disbursed,1671131.0,0.0,2025-10-02 10:27:00
278,186,500.0,disbursed,525.0,0.0,2026-04-19 11:11:00
279,186,686600.0,active,714064.0,178516.0,2025-12-29 12:06:00
280,187,1814100.0,disbursed,2176920.0,0.0,2025-12-05 13:24:00
281,188,518800.0,cleared,0.0,601808.0,2025-12-13 08:42:00
282,188,589300.0,disbursed,777876.0,0.0,2025-07-13 16:29:00
283,189,498800.0,pending,718272.0,0.0,2026-03-02 14:21:00
284,189,1859000.0,disbursed,1951950.0,0.0,2025-06-11 13:39:00
285,190,83900.0,active,46145.0,46145.0,2025-07-13 15:41:00
286,191,505300.0,defaulted,267809.0,267809.0,2025-12-23 09:56:00
287,192,1717300.0,disbursed,2077933.0,0.0,2026-03-02 13:22:00
288,192,411600.0,active,406569.34,116162.66,2025-10-29 17:12:00
289,192,1931400.0,approved,2510820.0,0.0,2026-04-04 12:56:00
290,193,976800.0,active,1015872.0,253968.0,2025-06-29 14:37:00
291,194,63800.0,approved,66990.0,0.0,2026-02-15 14:37:00
292,195,99700.0,approved,135592.0,0.0,2025-08-13 08:36:00
293,195,1109500.0,pending,1442350.0,0.0,2025-05-28 12:24:00
294,196,768700.0,disbursed,864787.5,0.0,2025-07-26 11:00:00
295,197,324700.0,active,175338.0,175338.0,2025-09-11 17:57:00
296,198,603500.0,disbursed,820760.0,0.0,2026-04-27 11:49:00
297,199,1760900.0,active,2218734.0,246526.0,2025-06-03 17:11:00
298,200,871900.0,written_off,819586.0,204896.5,2026-03-14 08:58:00
299,200,10700.0,disbursed,11770.0,0.0,2025-06-04 15:44:00
300,201,27000.0,active,20700.0,10350.0,2026-01-15 15:51:00
301,202,1057000.0,approved,1405810.0,0.0,2025-07-12 14:59:00
302,203,678200.0,active,379792.0,379792.0,2025-05-22 12:10:00
303,203,271500.0,approved,298650.0,0.0,2025-07-08 11:09:00
304,204,199900.0,approved,255872.0,0.0,2025-12-26 10:55:00
305,205,1006100.0,approved,1207320.0,0.0,2025-08-19 14:57:00
306,205,291200.0,written_off,372736.0,0.0,2025-07-28 16:43:00
307,205,659500.0,pending,738640.0,0.0,2025-06-07 17:11:00
308,206,1987000.0,active,705385.03,2116154.97,2025-09-03 12:41:00
309,206,547100.0,pending,700288.0,0.0,2025-09-08 08:05:00
310,207,565600.0,approved,803152.0,0.0,2026-02-08 14:14:00
311,208,628700.0,cleared,0.0,836171.0,2026-01-16 16:27:00
312,209,478500.0,disbursed,622050.0,0.0,2025-06-09 09:48:00
313,210,1482300.0,disbursed,1838052.0,0.0,2025-12-14 09:41:00
314,211,1941100.0,defaulted,1504352.5,902611.5,2026-04-14 17:53:00
315,211,212600.0,reviewing,238112.0,0.0,2026-04-23 13:29:00
316,212,64500.0,disbursed,74175.0,0.0,2025-09-28 08:48:00
317,213,446700.0,written_off,504274.67,63034.33,2025-08-07 14:28:00
318,214,990600.0,written_off,359918.0,719836.0,2026-03-17 15:24:00
319,214,208100.0,cleared,0.0,228910.0,2025-09-01 16:23:00
320,214,90500.0,disbursed,104075.0,0.0,2025-06-26 13:44:00
321,215,1292600.0,defaulted,1428323.0,0.0,2026-01-26 15:37:00
322,216,490900.0,disbursed,652897.0,0.0,2025-11-25 17:12:00
323,217,63500.0,cleared,0.0,66675.0,2025-08-08 13:21:00
324,217,1488200.0,defaulted,1873779.09,187377.91,2025-05-10 14:08:00
325,218,55900.0,cleared,0.0,63726.0,2026-02-01 15:09:00
326,218,667900.0,disbursed,684597.5,0.0,2025-05-08 08:04:00
327,219,1803300.0,active,1318985.13,989238.87,2025-10-29 16:05:00
328,220,1483300.0,disbursed,1661296.0,0.0,2025-12-16 09:01:00
329,221,42900.0,rejected,45045.0,0.0,2025-07-08 12:21:00
330,222,28300.0,disbursed,32545.0,0.0,2025-09-08 13:16:00
331,223,1346300.0,cleared,0.0,1629023.0,2025-06-19 12:22:00
332,224,1327000.0,pending,1592400.0,0.0,2025-07-07 10:28:00
333,225,85300.0,pending,89565.0,0.0,2025-10-17 10:06:00
334,226,469600.0,active,53221.37,585434.63,2026-03-24 16:21:00
335,227,677000.0,disbursed,839480.0,0.0,2025-05-31 16:25:00
336,228,945500.0,disbursed,1177147.5,0.0,2025-12-08 16:26:00
337,229,459900.0,active,404712.0,101178.0,2025-10-17 08:48:00
338,229,916700.0,screening,944201.0,0.0,2025-08-19 15:00:00
339,230,8900.0,active,3411.66,6823.34,2025-11-08 10:35:00
340,231,94600.0,disbursed,108790.0,0.0,2026-05-05 14:51:00
341,232,642300.0,disbursed,658357.5,0.0,2025-10-02 13:56:00
342,232,1625900.0,disbursed,1666547.5,0.0,2026-01-28 17:20:00
343,233,951200.0,approved,974980.0,0.0,2026-02-22 15:39:00
344,234,979000.0,defaulted,665720.02,665719.98,2025-09-15 14:42:00
345,234,1531000.0,active,694053.34,1388106.66,2025-07-03 10:11:00
346,235,52500.0,cleared,0.0,60375.0,2026-03-31 09:28:00
347,235,153800.0,disbursed,215320.0,0.0,2025-09-01 14:48:00
348,235,2800.0,cleared,0.0,3080.0,2025-06-21 12:15:00
349,236,905500.0,cleared,0.0,1018687.5,2025-07-28 15:26:00
350,236,185000.0,cleared,0.0,234950.0,2026-04-12 09:42:00
351,237,81800.0,active,0.0,85890.0,2025-07-06 13:13:00
352,238,490100.0,disbursed,534209.0,0.0,2025-07-17 16:12:00
353,238,445100.0,disbursed,471806.0,0.0,2026-04-01 16:33:00
354,238,1010000.0,defaulted,1085750.0,0.0,2025-12-21 11:52:00
355,239,28500.0,screening,31350.0,0.0,2025-07-26 16:54:00
356,240,179600.0,cleared,0.0,197560.0,2025-06-04 12:41:00
357,241,484900.0,reviewing,644917.0,0.0,2025-06-22 11:42:00
358,241,505300.0,defaulted,469929.0,156643.0,2026-01-22 16:54:00
359,242,449400.0,cleared,0.0,543774.0,2025-07-06 16:02:00
360,243,608800.0,reviewing,681856.0,0.0,2025-06-10 15:52:00
361,244,65700.0,reviewing,72270.0,0.0,2025-05-07 16:43:00
362,245,324300.0,active,89182.5,267547.5,2025-06-29 17:07:00
363,246,21700.0,disbursed,23436.0,0.0,2026-02-11 13:39:00
364,247,314400.0,cleared,0.0,408720.0,2026-01-08 12:38:00
365,248,1052400.0,active,147336.0,1326024.0,2025-09-06 12:04:00
366,248,1745900.0,disbursed,2479178.0,0.0,2025-12-16 08:25:00
367,249,93500.0,pending,107525.0,0.0,2025-05-29 10:33:00
368,250,269000.0,defaulted,185994.29,139495.71,2025-05-20 17:44:00
369,250,365900.0,cleared,0.0,376877.0,2025-11-30 13:50:00
370,251,651800.0,disbursed,749570.0,0.0,2026-02-15 17:43:00
371,252,375700.0,active,136504.34,273008.66,2025-07-30 09:47:00
372,253,1963200.0,disbursed,2787744.0,0.0,2025-12-12 14:19:00
373,254,1348600.0,written_off,1681254.67,152841.33,2025-08-18 17:35:00
374,255,696300.0,pending,1002672.0,0.0,2025-11-29 15:12:00
375,256,261800.0,disbursed,348194.0,0.0,2025-12-20 09:19:00
376,257,150900.0,screening,205224.0,0.0,2025-07-11 16:37:00
377,258,481200.0,pending,577440.0,0.0,2025-09-18 14:35:00
378,258,11200.0,reviewing,11760.0,0.0,2025-05-03 08:40:00
379,258,1491900.0,disbursed,1909632.0,0.0,2025-06-02 14:37:00
380,259,45300.0,rejected,49830.0,0.0,2025-10-18 12:05:00
381,260,1976000.0,disbursed,2766400.0,0.0,2026-05-07 17:17:00
382,260,911500.0,rejected,1239640.0,0.0,2025-07-16 17:45:00
383,261,1047400.0,active,274228.38,1234027.62,2026-03-25 09:34:00
384,262,342700.0,cleared,0.0,411240.0,2026-02-28 15:35:00
385,262,1177000.0,pending,1353550.0,0.0,2025-08-31 10:31:00
386,262,926400.0,active,486360.0,486360.0,2025-09-04 11:30:00
387,263,1880100.0,pending,2331324.0,0.0,2025-05-22 09:08:00
388,264,1735500.0,disbursed,1865662.5,0.0,2025-10-04 17:49:00
389,265,796000.0,disbursed,923360.0,0.0,2026-03-18 14:55:00
390,266,396200.0,active,342430.0,136972.0,2025-06-01 15:59:00
391,266,81800.0,cleared,0.0,85890.0,2025-07-12 09:36:00
